label,type,P,Ti,Y,Hf,Th,U,La,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
1,S,1889.999999,4.600000003,4409.999995,12740,147.1000001,1157,0.73,3.600000002,4.199999996,7.899999995,0.13,56,25.8,364.9999996,146.5999999,738.0000003,160.0000001,1479.999999,291.9999997
1,S,883.0000009,8.299999993,1642.000001,11549.99999,82.20000009,279.6999998,0.561,6.840000004,3.710000003,3.990000003,0.237,21.09999999,9.049999996,125.8,52.4,275.4000001,58.6,529,108.7999999
1,S,675.0000003,9.900000009,2095.999998,9860.000001,226.9999999,328.0000002,0.27,11.49000001,2.000000002,4.920000003,0.800000001,36.40000003,14.12000001,182.1000001,71.40000004,342,67.70000005,579.0000004,116.3999999
1,S,500.2041643,5.136651918,932.9822492,12656.14381,41.74456521,247.0030421,0.240383984,2.317059477,1.288371375,1.941735041,0.131115106,11.36568509,4.835165668,71.23874353,30.18598459,161.8429441,37.5480765,368.5321179,72.76703897
1,S,1336.999999,12.89999999,2374.000002,12240.00001,48.84999999,275.4999999,0.216,3.150000002,1.64,3.990000003,0.538,28.90000002,12.75999999,198.8,81.09999996,421.2999999,95.79999998,884,173.9
1,S,969.9999994,7.899999995,2073,11210.00001,138.2,390,0.215,6.299999993,1.530000001,3.990000003,0.385,27.6,12.27000001,174.3,69.00000004,349.7999999,78.19999999,696.9999998,137.8999999
1,S,1093,6.800000005,1800,11610.00001,24.10000002,169.0000002,0.21,1.319999999,1.26,2.969999998,0.066,22.39999998,10.30999999,142.9999998,59.4,297.9999999,62.99999993,564,114.8
1,S,1194.999999,7.199999993,1701.000002,10590,45.00000002,258,0.206,2.59,1.280000001,3.209999997,0.123,24.80000001,9.860000001,140.0999999,56,278.2999998,58.69999997,538.9999998,105.9
1,S,1456,3.100000001,3019,12370.00001,72.79999995,705,0.18,1.750000001,0.980000001,2.69,0.06,30.30000003,14.49999999,225.7,97.20000002,525.9999998,117.3,1093,216.5000002
1,S,282.0784393,1.576624809,1387.3683,14781.00208,327.7033801,904.3814628,0.174899381,6.830212334,1.197097545,2.416634421,0.127344493,17.06347325,7.130733587,112.1903237,44.85755931,217.5095716,49.48715898,566.5181536,83.81050297
1,S,1173,12,2658.999998,8990.000006,119.6000001,333.0000004,0.174,2.84,5.929999995,12,0.41,64.30000001,21.2,255.3000001,91.70000007,413.9999999,80.49999993,678.9999996,130.7000001
1,S,278.1489866,3.366202855,1648.907381,12970.23802,279.7333627,1090.151862,0.172972842,14.56946472,0.967000285,2.465288183,0.369904466,20.61174301,8.878373557,134.3141695,53.19554198,265.3711796,60.04725378,554.3313849,102.394953
1,S,1878.669791,4.47867683,3524.919441,11612.14419,70.75978261,614.1812133,0.16979033,1.768604904,1.622587709,3.610513498,0.173455498,32.36310267,16.50435095,261.0729052,115.7323573,616.1210644,136.3870384,1267.145522,237.7239506
1,S,1438,9.800000007,3220.000002,10540,277,342.0999999,0.159,13.3,3.820000001,9.400000009,1.679999999,59.29999995,20.72,269.9000003,112.7,570.9999997,115.7999999,1053,215.9999999
1,S,1303.000001,6.299999993,2773.000003,10745,157.3000001,541.9,0.156,7.979999994,1.8,4.859999997,0.521999999,37.07,15.43,240.1,95.70999995,489.5999998,109.41,990.0000009,179.7
1,S,1617,10.30000001,2799.999998,9260.000007,107.1999999,522,0.151,1.989999998,3.680000003,11.59999999,0.5,73.19999999,24.39999998,285.9999999,91.99999993,387,71.59999995,573.9999995,107.3999999
1,S,787.5200253,6.461128196,1440.147388,12242.72716,47.69201139,454.9403904,0.13811133,2.329399393,1.64502629,2.519989777,0.279634284,17.16151673,7.480597435,111.0186454,46.92326463,245.8801934,57.53190942,533.1669568,105.3625245
1,S,1251.000001,10.20000001,2717.999998,11971.00001,173.9999999,397.0000002,0.138,3.35,4.139999999,8.520000005,0.382,56.09999997,19.26000001,261.7000002,96.59999991,450.8999997,91.79999996,793.9999992,141.5
1,S,1214.004401,6.111644804,2093.031314,11261.71652,62.1260267,474.3767911,0.127552666,1.206770964,0.766048746,3.120308628,0.093400081,24.93649676,11.40470035,169.3961974,68.37546093,359.101026,79.23508935,737.5181711,144.3041301
1,S,649.0000003,3.999999997,3239.999998,10599.99999,348,549.7,0.12,12.04,4.9,9.699999994,1.48,66.09999993,23,293.9999997,110.9,525.9999998,102.9000001,880.9999992,170.6000001
1,S,1030.999999,7.100000005,2050,14260.00002,59.10000002,520.0000004,0.118,2.6,1.120000001,2.59,0.4,21.00000001,10.28000001,151.5000001,65.00000005,350.9999996,80.19999995,752.9999997,157.5
1,S,244.9999998,4.999999996,1979.999999,9530.000008,394.1000001,441.4000002,0.117,21.90000001,5.190000002,9.760000007,0.217,57.39999995,17.69999999,201.3000001,69.09999994,292.9999998,54.89999994,449,84.69999994
1,S,636.522317,9.358175014,1265.963178,11335.14623,133.6170755,239.8834444,0.115708702,12.17972694,1.414973153,2.655831906,0.412009175,19.94008935,7.884596538,106.0767763,42.13095533,205.097367,42.3899775,378.3501147,71.43937181
1,S,977.6999996,6.090000005,2042.000001,11260.00001,97.55000006,373.0000002,0.106,5.309999999,1.26,3.610000001,0.52,25.64999997,11.24999999,170.1000002,69.39999993,357.8999997,80.80000004,734.9999999,138.9000001
1,S,1317.999999,9.30000001,2529.999999,11070,90.1,371.0000003,0.104,3.359999997,1.549999999,4.429999998,0.5,33.5,14.33999999,198.5,79.79999994,406.9999998,84.89999995,767.0000001,154.0000001
1,S,154.7447733,7.495922988,400.8504209,12673.45949,144.9778857,214.0355461,0.100427987,12.79176726,0.648758711,1.203596524,0.386189897,6.367751341,2.181943683,30.53682892,12.46736973,65.05153007,17.6287084,210.8394987,34.71748456
1,S,1126.000001,14.10000001,2368,11930.00001,81.86999993,451.3000005,0.098,2.839000003,1.589999999,4.19,0.29,30.49999998,13.58,203.7,81.99999993,415.7000005,94.99999994,859.0000003,155.7999999
1,S,372.0000001,43.80000005,1594,7349.999999,85.09999998,175.0000001,0.096,4.340000005,4.469999999,8.060000004,0.929999999,43.99999995,13.67000001,153.9000001,54.99999994,248.0000001,47.60000003,402.9999999,80.90000007
1,S,200.3395745,3.175322531,2011.716903,12520.948,421.1086923,1245.599912,0.095012494,11.49762924,1.520712375,4.715952922,0.072692361,36.39374711,14.02876147,185.7356419,71.73505738,331.44802,68.5429661,594.5258425,108.3269835
1,S,1982.723806,3.623190342,4014.953484,12174.38605,94.11945203,712.0901624,0.092253751,2.049595038,1.158159004,4.276948088,0.255187002,37.73175137,18.74636834,300.0047597,128.7932466,694.5083203,156.5406321,1477.966819,279.3588145
1,S,869.8454298,5.484206523,1653.053293,11437.02064,79.13189025,467.7305845,0.08905866,1.745912679,1.231095526,2.772092686,0.249834495,22.69099196,9.525696494,133.1296444,54.76696784,284.4997047,62.69968919,598.6912143,113.6347061
1,S,624.9999995,4.010000004,1271.000001,12040,115.7999999,344.9999999,0.089,5.15,0.719999999,2.08,0.155,16.80000001,7.159999995,100.8999999,41.00000003,208.9999999,43.29999996,399.0000003,81.50000005
1,S,238,30.10000003,609.0000005,7120.000006,37.20000001,63.09999996,0.088,3.12,2.000000002,4.139999999,1.04,19.89999998,5.720000003,63.80000004,20.59999998,85.00000006,16.29999998,135.9999999,23.8
1,S,176.2,7.199999993,605.9999998,10900,171.9000001,242.5,0.088,13.76999999,1.09,2.059999998,0.74,10.08,3.330000004,47.40000004,18.16999999,99.00000009,23.84999998,245.2000001,55.90000001
1,S,1791.000001,4.700000001,3649.999996,11239.99999,98.80000009,575.9999994,0.084,1.620000002,1.879999999,5.440000004,0.093,47.89999995,21.25999999,302,120.9999999,601,123.1,1096,210.9999999
1,S,1184.999999,4.35,2203.999999,11745,65.80000006,520.9999996,0.075,2.509999997,0.930000001,2.740000001,0.345,22.00000001,11.19000001,180.2000001,76.10000004,407.9999999,99.19999996,951.0000001,175.6000002
1,S,1095,8.700000008,2314.999998,9800.000007,117.9999999,256.9999998,0.074,4.560000004,3.130000003,5.510000002,0.580000001,42.40000004,15.56000001,199.4,76.79999999,366.9999998,72.50000007,619,117.7
1,S,1933.05257,7.036359966,3962.844635,11710.55758,99.64742855,506.5129996,0.071700091,2.454247956,1.722310844,5.252902175,0.323346465,41.99803634,20.08809123,309.6331065,126.2848905,653.5054247,137.2861775,1280.979436,221.5971206
1,S,763.8954742,4.351083893,1671.828768,10505.41134,147.7689465,365.4606422,0.070804553,11.90884301,1.1599212,4.147028939,0.663540432,27.09011115,10.50275846,142.0743187,56.19958816,280.2526346,62.61619798,584.5428558,113.3708934
1,S,1033.000001,6.900000004,2330,10350,148.9999999,276,0.069,5.370000004,2.249999999,5.849999999,0.659999999,41.99999996,15.51000001,203.9999998,78.10000002,385.0000004,76.70000001,677.0000005,135.9999999
1,S,931.8412231,5.527708745,1663.83435,11597.60251,54.87047376,390.2991532,0.068603445,0.836917149,1.080889139,2.660870851,0.112226283,20.9360181,9.560909757,134.2344445,54.22353198,286.7507484,62.03448784,579.7636093,111.1712761
1,S,1136.531013,7.042448617,2195.306306,12508.6562,85.3200136,309.0379733,0.067109908,4.795272613,0.977340253,3.250298115,0.359744512,27.52446213,12.12128975,177.4639864,72.86005588,369.6016957,80.2352642,716.5003997,132.1942569
1,S,1410.000001,12.99999999,2330,9550.000009,56.50000002,332.0000002,0.066,1.849999998,3.659999997,8.299999993,0.197,53.70000004,17.2,206.9999998,76.49999997,351.9999996,69.19999993,599.9999995,116.8000001
1,S,839.0000003,7.299999998,1900,11439.99999,142.1,308.9999997,0.066,9.900000009,1.319999999,3.880000004,0.55,31.60000003,12.23,158.9999999,61.30000007,300.0000002,59.69999998,519.0000002,101.0000001
1,S,1215,11.70000001,2741.999997,10510,176.0000001,508.9999996,0.064,2.660000002,4.17,9.02000001,0.335,54.20000006,19.69999999,262.9999997,97.60000007,456.9999999,95.40000007,825.9999994,143.1000001
1,S,2113.06328,8.387273324,5734.391052,12060.73761,317.0523708,650.6620917,0.059299561,3.680149834,8.276401086,19.19658702,0.369300333,105.3439418,36.49791757,488.8421843,171.3076096,735.9714392,158.9589499,1574.192243,219.4716501
1,S,1122.999999,7.800000006,2255.999998,11280.00001,68.60000005,465.0000001,0.058,1.44,1.909999999,4.700000001,0.24,31.00000001,12.64,178.2000001,73.59999994,376.9999998,80.40000005,735.9999994,144.9999999
1,S,1286.924139,4.715571367,2499.308108,12288.26584,106.5212571,675.1657622,0.056906647,2.273308915,1.112669873,3.450982476,0.231734491,29.99316475,13.69807151,198.6981699,82.04343667,422.0622132,92.30696801,860.6304841,159.0072231
1,S,683.0000005,9.599999999,1410.000001,9699.999994,66.29999994,215.0999998,0.056,3.069999997,1.27,3.860000003,0.356,27.3,9.550000009,124.5999999,47.99999996,229.6999999,47.20000004,419.9999996,85.99999995
1,S,1706.000001,3.9,3310.000002,12000,87.1,926.9999997,0.056,1.05,0.870000001,4.060000004,0.049,34.9,17.19000001,260,109.1999999,582.0000005,129.9999999,1231,250.0000002
1,S,1801.032318,5.20722588,3415.439667,11806.71908,80.31186126,548.0432701,0.053884041,2.167602564,1.28549849,3.870080592,0.189763571,35.3653967,17.98189353,263.032115,113.6294721,572.0377213,129.3380104,1217.670282,218.3398256
1,S,793.9999992,4.799999996,1750.000001,10820.00001,137,388.0000004,0.053,2.68,0.8,2.699999999,0.232,22.39999998,9.13000001,137,58.00000006,298.9999998,64,590.0000005,120
1,S,535,4.9,1059.999999,11930.00001,43.59999997,556.0000005,0.052,10.9,0.61,1.9,0.35,12.29999999,5.12,79.39999992,34.2,193,46.40000005,472.0000004,100.2000001
1,S,634.0000002,3.499999997,1207,10689.99999,126,435.9999997,0.05,3.640000003,1.05,2.3,0.103,16.4,7.039999998,98.00000007,38.80000004,196.9999999,40.9,363,72.50000007
1,S,1606.53714,4.686866594,3319.090643,12497.25884,74.08844863,529.0381585,0.048242953,1.975813107,0.898043612,3.823077069,0.158074804,31.92492466,16.1286681,251.7492596,106.2869662,567.9146121,126.0501303,1162.564842,220.1489097
1,S,811.0459893,4.941778778,1492.249679,13372.18333,43.47843657,408.4764057,0.046673782,2.336415351,0.699205349,1.670017703,0.121242412,16.92499547,7.833247919,118.3985637,46.05159409,232.7062362,51.25914407,477.8103479,91.34048452
1,S,1105,5.6,1840,9470,65.39999995,392.2999999,0.042,2.6,1.889999999,4.700000001,0.224,34.70000002,12.6,158,59.50000004,285,58.09999995,506.0000002,101.0000001
1,S,1344.000001,8.399999999,2661.000003,9179.999996,110,315.0000002,0.041,2.890000002,2.710000001,7.440000008,0.165,50.69999996,17.97999998,232.9000002,89.90000006,424.0000004,83.90000003,734.0000001,144.1999999
1,S,1534.000001,3.9,3463.000004,11229.99999,176.1,1337.999999,0.04,2.129999998,0.930000001,3.659999997,0.087,35.19999996,17.2,265.8000002,112.2,590.0000005,126.7,1164.999999,228.4999998
1,S,1877.372716,2.777219065,3974.444356,11768.35555,246.3517678,1217.276817,0.039757189,3.676403298,0.911594084,4.123143784,0.121846645,37.86305244,19.46815508,303.5976426,129.8786946,685.2429262,150.4907148,1378.861809,238.8270884
1,S,1319.999999,6.900000004,2569.999998,10040,92.69999997,382.0000001,0.039,1.82,2.489999999,6.199999993,0.152,47.00000001,18.30000001,233,86.79999996,411.0000001,81.50000005,705,134.9999998
1,S,380.0000003,4.9,1777.000001,10060.00001,281.9999998,494.0000001,0.039,10.79999999,6.500000005,12.5,1.970000001,54.40000004,16.15000001,177.2000002,59.29999995,266.1999999,51.4,458,90.2000001
1,S,613.9999998,9.800000007,3059.999997,7780,290.0000001,446.0000003,0.038,6.559999994,8.080000004,16.90000002,0.870000001,83.59999992,26.19999998,308.0000004,103.8000001,459.0000005,83.99999999,693.0000006,130.6
1,S,2000.000002,5.499999994,4510.000001,11210.00001,114.9999999,670.9999997,0.038,2.310000001,2.36,7.05,0.65,56.89999995,24.39999998,362.0000004,144,715.0000003,144.9999999,1240,236
1,S,1042.999999,6.1,2190.000001,11290,160.0000001,615.9999998,0.037,6.109999997,1.139999999,4.439999999,0.36,34.40000003,12.90999999,180,72.70000002,362.0000004,75.1,667.9999993,135.3000001
1,S,1114.999999,3.880000004,2205.000001,10759.99999,109,368.9999999,0.037,3.569999999,1,3.750000002,0.422,30.00000002,12.71999999,176.7000002,73.19999999,371.5999997,77.09999999,693.9999993,141.3
1,S,552.0000003,8.37,1205,11439.99999,221.0000002,391.8999996,0.037,18.49999998,1.27,3.4,0.398,20.62,7.950000006,107.1,40.85999997,198.4000001,44.64000001,410.3999999,74.1
1,S,338.9999998,6.600000007,857.0000002,11119.99999,76.79999999,304.0999999,0.037,5.580000001,0.919999999,2.320000001,0.316,13.26,5.129999999,72.50000007,28.67,139.1,31.31000003,286.4999998,56.28000003
1,S,719.9999993,6.299999993,1791.000001,11149.99999,59.50000004,406.0000004,0.037,3.18,1.629999998,3.720000001,0.481,26,10.66000001,159.1999999,61.16000004,296.9999998,66.59999997,594.8000002,114.8
1,S,1189.999999,4.340000005,2349.999999,11779.99999,98.00000007,362.0000004,0.036,3.48,1.280000001,4.079999999,0.38,28.59999999,12.12,181.4000001,75.60000009,387,81.90000005,733.0000006,148.2000001
1,S,1046.000001,7.699999997,1936,11310,83.99999999,213.9999998,0.033,4.620000005,1.79,4.010000004,0.69,31.8,11.98,161.0999998,62.49999995,311,63.3,565.9999998,113.5999999
1,S,430.9999998,3.25,949.9999994,10650.00001,148.9999999,276,0.033,9.699999994,1.44,2.68,0.74,15,5.609999997,74.00000005,29.89999998,152,33.89999998,328.0000002,71.00000005
1,S,1129.999999,13.3,2310.000001,9900.000009,78.79999991,230,0.032,2.569999998,3.12,10,0.369999999,54.99999994,18.49999998,219.0000001,77.59999995,349.9999997,68.40000004,575.9999994,112.0000001
1,S,1157,7.699999997,2436,11680.00001,74.86999998,495.6000003,0.031,1.207999999,1.220000001,3.810000003,0.157,31.30000003,13.85999999,208.4000002,84.28000001,422.6000003,95.9299999,867.9999996,157.6999999
1,S,722.0000007,6.500000005,1900,9870.000008,248.0000001,291,0.03,10.59999999,2.91,6.319999996,0.36,42.29999996,13.89999999,172,64,295,57.3,485.9999997,93.60000006
1,S,567.0000001,4.999999996,1020.000001,9559.999994,64.30000001,620.9999997,0.029,8.299999993,0.52,1.549999999,0.121,12.89999999,5.099999999,74.00000005,32.5,176.9999999,41.50000003,418.0000002,94.50000011
1,S,1416.999999,5.300000005,3449.999999,11060,129.2000001,649.0000003,0.029,2.000000002,2.069999998,6.539999995,0.19,47.60000003,20.5,289.0000002,114.2999999,562.0000006,115.4999999,997.9999993,193.6
1,S,1140.999999,5.94,2705.999998,11220,146.0000001,440.9999995,0.029,6.280000004,1.479999999,4.959999994,0.696000001,39.90000003,16.49999999,245.8000003,94.89999991,467.0999997,102.3000001,891.1000007,159.4999999
1,S,2810.67561,4.510123279,6071.330963,16019.9079,122.8823236,735.6194592,0.028912175,1.003072657,1.438172155,6.726702226,0.100640312,61.02778099,28.96104224,439.8030005,178.0715434,913.2248864,220.3086032,2076.522279,298.003848
1,S,646,6.900000004,1259,11039.99999,102.6000001,303.4999997,0.027,7.330000006,0.819999999,2.77,0.258,19.3,7.660000006,105.3,41.2,208,43.09999998,402.9999999,82.20000009
1,S,1027.000001,11.49999999,1739.999999,10719.99999,63.89999998,198.9999998,0.027,1.470000001,1.82,4.19,0.116,29.6,11.29999999,153.0000001,57.50000004,273,52.69999997,446.9999999,82.80000004
1,S,754.0000002,11.70000001,1537.999998,8570.000002,67.09999997,238.4,0.026,2.069999998,2.000000002,4.609999996,0.232,30.2,10.59999999,132.4,50.60000002,244.9999998,48.59999997,428.9999998,85.40000006
1,S,3149.419216,3.753105382,6299.086149,13941.84866,118.5191464,1068.648848,0.024729769,0.935783338,1.970257866,7.533226596,0.138611991,65.11642784,33.95293382,509.5117185,208.5867887,1011.067436,239.4688811,2399.38187,337.0290979
1,S,883.0000009,13.59999999,1640,9409.999991,58.90000003,170.9999998,0.024,1.669999999,3.220000002,7.100000005,0.228,38.10000003,12.67,148.5000001,54.79999994,259.4999999,51.2,449,88.09999992
1,S,947.9999993,7.400000005,1824,9919.999996,117.6000001,297.6000001,0.024,5.609999997,1.61,3.880000004,0.348,29.89999998,11.23999999,151.9,60.1,294.1999997,59.8,525.9999998,104.2
1,S,1138.251358,3.977474491,2032.750011,11817.70493,65.83358493,602.5888452,0.023589263,0.860677855,0.731110508,2.524673276,0.116357758,22.74647484,10.70622997,157.5843356,67.3304889,356.8330475,78.33495982,724.7895015,144.6197895
1,S,422.4735927,10.49202206,1187.239595,8550.57412,80.73700539,129.1770487,0.023313113,12.17790596,3.677896876,6.687904008,2.198595458,30.36307498,9.388381284,122.8638568,41.4462765,196.454955,43.96235137,468.6635955,68.00676164
1,S,624.0000005,15.2,1888,8410.000004,122.2,199.2,0.023,2.710000001,4.950000001,9.30000001,0.218,51.5,15.74,184.2000001,64.10000007,284.6000002,53.60000004,445,85.60000006
1,S,287.0000002,4.399999995,1151.000001,11220,184.6999998,470.0000001,0.023,6.529999996,1.26,2.96,0.117,21.39999998,7.909999991,101.6,38.89999997,184.6000001,36.00000002,319.9999998,62.80000004
1,S,1423.09425,2.688962515,2433.848964,11364.0864,70.27882421,589.9806527,0.022045684,0.993382592,0.95310662,3.320664184,0.088086036,29.43892621,12.6764463,194.400241,80.90641224,418.9800517,95.38971934,890.5356359,173.7856342
1,S,1139.999999,8.399999999,2330,9360.000006,91.19999993,285.9999999,0.022,1.959999998,3.160000003,8.199999993,0.21,48.69999998,17.25999998,216.2000002,78.50000005,364.9999996,71.89999994,619,121.6
1,S,568.0000004,5.300000005,986.0000001,10940,159.3000001,298.9999998,0.021,21.80000002,2.180000002,3.18,0.64,17.79999999,6.299999993,84.40000007,32.9,162.0000002,33.30000004,303.0000003,61.39999998
1,S,288.9036947,4.827087263,707.7454891,9874.82955,135.9671054,261.1124039,0.020112595,12.34893069,0.621238487,2.038854227,0.281045355,11.75792485,4.32904713,57.86345865,22.64139691,117.1355885,25.2449864,240.2511206,48.30216298
1,S,1243.000001,7.400000005,2456.999997,10700.00001,65.70000007,283.0000003,0.02,1.690000002,2.3,5.830000003,0.271,44.5,16.71,215.2,80.49999993,385.0000004,77.40000006,671.9999999,132.4
1,S,1096,8.199999993,2313.000001,10799.99999,83.19999994,356,0.019,1.680000001,1.33,4.590000005,0.108,36.40000003,14.54000002,194.4000002,76.10000004,373.9999998,76.19999994,660.9999993,131.2
1,S,1989.999998,5.099999999,3728.999997,11140,65.70000007,529.5999995,0.019,0.829999999,0.96,4.760000003,0.093,40.29999999,19.63000002,288.9000001,122.2,638.0000004,136.3999999,1224.000001,245.2000001
1,S,1059.999999,13.79999999,1779.999999,9900.000009,63.60000005,223.9999998,0.019,4.130000003,3.130000003,7.470000003,0.64,43.89999998,14.89999999,169.0000002,58.6,258,49.09999999,422.9999996,82.70000009
1,S,953.0000008,20.00000002,2269.999999,9069.999999,97.50000007,334.0000001,0.019,2.15,3.689999999,8.209999998,0.408,48.50000004,16.90000002,208,75.99999995,356,68.40000004,582.0000005,112.6000001
1,S,1073.999999,6.1,1998.000001,12079.99999,53.3,204.8999998,0.019,3.739999998,1.129999999,3.359999997,0.394,26.19999998,11.09,154.7999999,64.30000001,322.3999999,65.59999994,583.9999998,114.7
1,S,1135.999999,11.10000001,2580,8990.000006,168.4999999,284,0.019,6.079999996,3.199999998,7.370000002,0.990000001,49.09999999,17.58000001,223,87.1,409,79.89999994,693.9999993,137.8999999
1,S,134.4999999,7.319999999,1233.000001,8359.999992,122.5000001,246.3000001,0.0186,4.750000004,3.359999997,5.64,0.963000001,25.16000001,8.070000005,107.5999999,41.10000001,204.7000002,47.10999997,433.2,82.09999998
1,S,2218.932714,5.184828289,4818.952905,15124.23633,55.58902528,453.9493201,0.018358342,0.364842608,0.873562163,5.497004165,0.125019033,54.787126,24.47624761,372.7300512,156.6047707,775.25354,173.7403856,1774.690702,254.2832146
1,S,1868.765591,5.141034449,4397.437494,15824.07523,99.02439826,847.8284289,0.018190471,0.791463884,1.095303168,5.855702794,0.134768617,52.2637126,25.10566445,382.7489121,148.4491277,745.9244539,178.1286752,1906.179607,264.876789
1,S,1500.694245,3.187270484,2883.869361,12489.6973,73.9501738,507.1917644,0.017051563,1.907417892,0.645623511,2.83477481,0.230726311,28.12692525,13.82372141,221.6643946,94.52627392,504.2421397,113.9143963,1067.146108,204.1466238
1,S,540.0000002,16.6,1329,8999.999991,50.39999995,124.7999999,0.017,1.179999999,2.059999998,5.999999995,0.217,33.00000001,10.76999999,125.2,45.8,208.9999999,41.2,340,67.29999997
1,S,940.9999991,16.49999999,1838,8649.999991,76.70000001,150.5,0.017,2.100000001,3.220000002,8.399999999,0.203,44.19999996,14.39,169.6999999,61.99999993,284,53.60000004,465.0000001,93.60000006
1,S,1226.899872,3.821926044,2268.150536,12755.02203,46.1260046,378.7916352,0.015577449,1.388452386,0.566419458,2.433888463,0.200483588,23.42325827,11.250067,175.4461833,73.67744994,381.2538842,84.13734452,777.5152179,144.9599014
1,S,245.2777225,9.405143906,1671.645875,7069.972996,99.71848093,184.2942354,0.01506356,6.008123524,3.445120946,6.420572141,0.954093928,37.48835225,11.82598484,149.7813118,58.9162178,276.4285368,56.44180526,548.2557877,82.30047523
1,S,1226.886057,17.74136758,2719.738669,14088.75906,82.64428601,157.6370068,0.014587626,1.233062803,2.689406486,7.975237535,0.140620999,55.27074366,21.24112443,264.1425876,91.22440092,404.1253642,85.87399866,821.1906275,113.1535316
1,S,1440,8,3049.999998,9689.999999,150.2000001,467.0000005,0.014,2.96,3.620000004,9.330000005,0.223,54.89999994,20.00000002,258,102.7000001,495.0000001,100.7000001,899.9999991,177.9999999
1,S,722.9999995,12.99999999,1513,9409.999991,78.10000002,223.9999998,0.014,3.999999997,2.750000001,5.6,0.261,31.60000003,10.96,136.9,50.19999998,241.0000002,47.09999999,418.0000002,83.7
1,S,1410.000001,9.099999993,3389.999998,10200.00001,164.4999999,394.0000002,0.014,3.069999997,4.909999999,12.09999999,0.242,74.00000005,25.29999999,312,111.7,506.9999996,97.10000002,798.9999994,152
1,S,520.4586286,7.993322161,929.7522264,11275.45066,37.29194817,291.5409697,0.013465275,1.681470038,1.10712056,3.116391112,0.164832895,16.85237855,6.371342298,84.6561713,29.81011401,142.2967677,29.416448,271.8248569,51.54234909
